"";"document";"art, creativ, technologi, project, develop";"child, read, activ, text, electron";"cultur, museum, commun, inform, histor";"design, method, review, system, valu";"digit, media, narr, literaci, practic";"game, plai, mmo, examin, analys";"game, plai, violent, aggress, behavior";"internet, addict, adolesc, gender, femal";"learn, educ, design, develop, environ";"mobil, technologi, peopl, young, live";"model, influenc, blog, factor, perceiv";"motiv, engag, gamif, element, experi";"music, interact, user, system, experi";"onlin, social, commun, ident, offlin";"perform, cognit, particip, experi, task";"problem, associ, person, predict, posit, emot";"social, media, sns, network, facebook";"student, teach, school, educ, classroom";"video, imag, content, visual, analys";"virtual, avatar, world, experi, environ";"topic";"doc_id";"apa"
"11";"2-s2.0-0036335981";0,0108695652173913;0,0326086956521739;0,0978260869565217;0,0543478260869565;0,184782608695652;0,0108695652173913;0,0108695652173913;0,0978260869565217;0,0108695652173913;0,0543478260869565;0,0760869565217391;0,0108695652173913;0,206521739130435;0,0326086956521739;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0543478260869565;"music, interact, user, system, experi";"2-s2.0-0036335981";"Bennett A.(2002). Music, media and urban mythscapes: A study of the 'Canterbury Sound'. Media, Culture and Society"
"12";"2-s2.0-0036377661";0,136363636363636;0,118181818181818;0,0454545454545455;0,0272727272727273;0,0272727272727273;0,00909090909090909;0,00909090909090909;0,00909090909090909;0,136363636363636;0,00909090909090909;0,00909090909090909;0,0272727272727273;0,172727272727273;0,00909090909090909;0,00909090909090909;0,0272727272727273;0,00909090909090909;0,0454545454545455;0,136363636363636;0,0272727272727273;"music, interact, user, system, experi";"2-s2.0-0036377661";"Wilson R., Landoni M., Gibb F.(2002). A user-centred approach to e-book design. Electronic Library"
"13";"2-s2.0-0036851617";0,00657894736842105;0,00657894736842105;0,0197368421052632;0,0460526315789474;0,0197368421052632;0,217105263157895;0,0328947368421053;0,0328947368421053;0,0197368421052632;0,0986842105263158;0,00657894736842105;0,0986842105263158;0,00657894736842105;0,00657894736842105;0,00657894736842105;0,269736842105263;0,0197368421052632;0,0592105263157895;0,0197368421052632;0,00657894736842105;"problem, associ, person, predict, posit, emot";"2-s2.0-0036851617";"Durkin K., Barber B.(2002). Not so doomed: Computer game play and positive adolescent development. Journal of Applied Developmental Psychology"
"14";"2-s2.0-0036894809";0,205882352941176;0,166666666666667;0,0294117647058824;0,00980392156862745;0,0882352941176471;0,166666666666667;0,00980392156862745;0,00980392156862745;0,0882352941176471;0,0294117647058824;0,0490196078431373;0,00980392156862745;0,00980392156862745;0,00980392156862745;0,00980392156862745;0,0490196078431373;0,00980392156862745;0,0294117647058824;0,00980392156862745;0,00980392156862745;"art, creativ, technologi, project, develop";"2-s2.0-0036894809";"Nissim S., Bertolini R.(2002). Video games and children's imagination. Journal of Child Psychotherapy"
"15";"2-s2.0-0037005457";0,00588235294117647;0,00588235294117647;0,00588235294117647;0,394117647058824;0,0294117647058824;0,229411764705882;0,00588235294117647;0,00588235294117647;0,0764705882352941;0,00588235294117647;0,00588235294117647;0,0764705882352941;0,0411764705882353;0,0176470588235294;0,0529411764705882;0,0176470588235294;0,00588235294117647;0,00588235294117647;0,00588235294117647;0,00588235294117647;"design, method, review, system, valu";"2-s2.0-0037005457";"Fabricatore C., Nussbaum M., Rosas R.(2002). Playability in action videogames: A qualitative design model. Human-Computer Interaction"
"16";"2-s2.0-0037248402";0,0108695652173913;0,0543478260869565;0,402173913043478;0,0108695652173913;0,119565217391304;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0543478260869565;0,0108695652173913;0,0108695652173913;0,0760869565217391;0,0326086956521739;0,0108695652173913;0,0326086956521739;0,0760869565217391;0,0326086956521739;0,0108695652173913;0,0108695652173913;"cultur, museum, commun, inform, histor";"2-s2.0-0037248402";"Reading A.(2003). Digital interactivity in public memory institutions: The uses of new technologies in Holocaust museums. Media, Culture and Society"
"17";"2-s2.0-0037293913";0,00980392156862745;0,00980392156862745;0,00980392156862745;0,0490196078431373;0,00980392156862745;0,00980392156862745;0,0490196078431373;0,127450980392157;0,00980392156862745;0,00980392156862745;0,00980392156862745;0,0882352941176471;0,0490196078431373;0,00980392156862745;0,00980392156862745;0,46078431372549;0,00980392156862745;0,0294117647058824;0,0294117647058824;0,00980392156862745;"problem, associ, person, predict, posit, emot";"2-s2.0-0037293913";"Rawlings D.(2003). Personality correlates of liking for 'unpleasant' paintings and photographs. Personality and Individual Differences"
"18";"2-s2.0-0037330776";0,0104166666666667;0,03125;0,0104166666666667;0,03125;0,03125;0,34375;0,0104166666666667;0,135416666666667;0,0104166666666667;0,03125;0,0104166666666667;0,0104166666666667;0,0104166666666667;0,177083333333333;0,03125;0,03125;0,03125;0,0104166666666667;0,03125;0,0104166666666667;"game, plai, mmo, examin, analys";"2-s2.0-0037330776";"Griffiths M.D., Davies M.N.O., Chappell D.(2003). Breaking the stereotype: The case of online gaming. Cyberpsychology and Behavior"
"19";"2-s2.0-0037350842";0,0326086956521739;0,0543478260869565;0,0108695652173913;0,0543478260869565;0,0108695652173913;0,380434782608696;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,0108695652173913;0,141304347826087;0,0108695652173913;0,0108695652173913;0,119565217391304;0,0760869565217391;0,0108695652173913;"game, plai, mmo, examin, analys";"2-s2.0-0037350842";"Hong J.-C., Liu M.-C.(2003). A study on thinking strategy between experts and novices of computer games. Computers in Human Behavior"
"20";"2-s2.0-0038559505";0,00892857142857143;0,0803571428571429;0,223214285714286;0,0625;0,00892857142857143;0,00892857142857143;0,0267857142857143;0,00892857142857143;0,0446428571428571;0,0267857142857143;0,00892857142857143;0,00892857142857143;0,0982142857142857;0,00892857142857143;0,00892857142857143;0,0267857142857143;0,169642857142857;0,0267857142857143;0,116071428571429;0,0267857142857143;"cultur, museum, commun, inform, histor";"2-s2.0-0038559505";"Bar-Ilan J., Groisman N.(2003). Modern Hebrew literature on the Web: a content analysis. Online Information Review"
"21";"2-s2.0-0038746863";0,0104166666666667;0,260416666666667;0,0104166666666667;0,0520833333333333;0,0104166666666667;0,0729166666666667;0,0104166666666667;0,0104166666666667;0,0104166666666667;0,0104166666666667;0,0104166666666667;0,03125;0,0729166666666667;0,0104166666666667;0,03125;0,03125;0,0104166666666667;0,177083333333333;0,0104166666666667;0,15625;"child, read, activ, text, electron";"2-s2.0-0038746863";"Trushell J., Maitland A., Burrell C.(2003). Pupils' recall of an interactive storybook on CD-ROM. Journal of Computer Assisted Learning"
"22";"2-s2.0-0039522273";0,214285714285714;0,0102040816326531;0,0306122448979592;0,0102040816326531;0,0102040816326531;0,0306122448979592;0,0102040816326531;0,0510204081632653;0,0102040816326531;0,0918367346938776;0,0306122448979592;0,0102040816326531;0,0102040816326531;0,0306122448979592;0,0306122448979592;0,0102040816326531;0,0918367346938776;0,214285714285714;0,0510204081632653;0,0510204081632653;"student, teach, school, educ, classroom";"2-s2.0-0039522273";"Freedman K.(1989). Microcomputers and the dynamics of image making and social life in three art classrooms. Journal of Research on Computing in Education"
"23";"2-s2.0-0041723404";0,163461538461538;0,0865384615384615;0,00961538461538462;0,0288461538461538;0,0673076923076923;0,201923076923077;0,00961538461538462;0,00961538461538462;0,00961538461538462;0,00961538461538462;0,0480769230769231;0,105769230769231;0,00961538461538462;0,00961538461538462;0,00961538461538462;0,00961538461538462;0,00961538461538462;0,163461538461538;0,0288461538461538;0,00961538461538462;"game, plai, mmo, examin, analys";"2-s2.0-0041723404";"Rouzie A.(2000). The composition of dramatic experience: The play element in student electronic projects. Computers and Composition"
"24";"2-s2.0-0043241023";0,0208333333333333;0,00694444444444444;0,201388888888889;0,00694444444444444;0,0208333333333333;0,0208333333333333;0,00694444444444444;0,0347222222222222;0,104166666666667;0,0208333333333333;0,0208333333333333;0,0208333333333333;0,201388888888889;0,00694444444444444;0,00694444444444444;0,0625;0,0625;0,00694444444444444;0,159722222222222;0,00694444444444444;"music, interact, user, system, experi";"2-s2.0-0043241023";"Bernier R.(2003). Usability of interactive computers in exhibitions: Designing knowledgeable information for visitors. Journal of Educational Computing Research"
"25";"2-s2.0-0346317267";0,123188405797101;0,166666666666667;0,0797101449275362;0,0217391304347826;0,108695652173913;0,036231884057971;0,0072463768115942;0,036231884057971;0,0217391304347826;0,0217391304347826;0,036231884057971;0,0217391304347826;0,0072463768115942;0,108695652173913;0,0072463768115942;0,0072463768115942;0,0072463768115942;0,0217391304347826;0,0507246376811594;0,108695652173913;"child, read, activ, text, electron";"2-s2.0-0346317267";"Wilson T., Hamzah A., Khattab U.(2003). The 'cultural technology of clicking' in the hypertext era: Electronic journalism reception in Malaysia. New Media and Society"
"26";"2-s2.0-0348199186";0,0106382978723404;0,0319148936170213;0,0106382978723404;0,0106382978723404;0,0106382978723404;0,0319148936170213;0,606382978723404;0,074468085106383;0,0106382978723404;0,0106382978723404;0,0106382978723404;0,0106382978723404;0,0106382978723404;0,0319148936170213;0,0106382978723404;0,0531914893617021;0,0106382978723404;0,0319148936170213;0,0106382978723404;0,0106382978723404;"game, plai, violent, aggress, behavior";"2-s2.0-0348199186";"Deselms J.L., Altman J.D.(2003). Immediate and Prolonged Effects of Videogame Violence. Journal of Applied Social Psychology"
"27";"2-s2.0-10044290668";0,104838709677419;0,153225806451613;0,00806451612903226;0,120967741935484;0,0403225806451613;0,185483870967742;0,0403225806451613;0,00806451612903226;0,00806451612903226;0,00806451612903226;0,00806451612903226;0,00806451612903226;0,0241935483870968;0,00806451612903226;0,00806451612903226;0,217741935483871;0,00806451612903226;0,00806451612903226;0,00806451612903226;0,0241935483870968;"problem, associ, person, predict, posit, emot";"2-s2.0-10044290668";"Southwell B.G., Doyle K.O.(2004). The good, the bad, or the ugly? A multilevel perspective on electronic game effects. American Behavioral Scientist"
"28";"2-s2.0-10344259112";0,274193548387097;0,0161290322580645;0,0161290322580645;0,209677419354839;0,0161290322580645;0,0161290322580645;0,0161290322580645;0,0161290322580645;0,0483870967741935;0,0161290322580645;0,0161290322580645;0,0161290322580645;0,0161290322580645;0,17741935483871;0,0161290322580645;0,0161290322580645;0,0161290322580645;0,0483870967741935;0,0161290322580645;0,0161290322580645;"art, creativ, technologi, project, develop";"2-s2.0-10344259112";"Semchuk S., Tien L.(2004). Telling story! Voice in photography: An online visual art critical studies program evaluation. International Review of Research in Open and Distance Learning"
"29";"2-s2.0-10644237894";0,0072463768115942;0,0217391304347826;0,0652173913043478;0,0072463768115942;0,0072463768115942;0,0072463768115942;0,0072463768115942;0,340579710144928;0,0217391304347826;0,036231884057971;0,0217391304347826;0,0072463768115942;0,0217391304347826;0,0072463768115942;0,0072463768115942;0,0072463768115942;0,0072463768115942;0,369565217391304;0,0072463768115942;0,0217391304347826;"student, teach, school, educ, classroom";"2-s2.0-10644237894";"Papastergiou M., Solomonidou C.(2005). Gender issues in Internet access and favourite Internet activities among Greek high school pupils inside and outside school. Computers and Education"
"30";"2-s2.0-10744232442";0,0078125;0,1328125;0,0078125;0,0078125;0,0078125;0,0078125;0,4765625;0,1953125;0,0078125;0,0078125;0,0078125;0,0078125;0,0078125;0,0078125;0,0703125;0,0078125;0,0078125;0,0078125;0,0078125;0,0078125;"game, plai, violent, aggress, behavior";"2-s2.0-10744232442";"Krah<e9> B., M<f6>ller I.(2004). Playing violent electronic games, hostile attributional style, and aggression-related norms in German adolescents. Journal of Adolescence"
"31";"2-s2.0-11244284967";0,0119047619047619;0,130952380952381;0,0119047619047619;0,0357142857142857;0,0357142857142857;0,0119047619047619;0,0119047619047619;0,0119047619047619;0,25;0,0119047619047619;0,0357142857142857;0,0119047619047619;0,154761904761905;0,0119047619047619;0,0357142857142857;0,0119047619047619;0,0119047619047619;0,154761904761905;0,0357142857142857;0,0119047619047619;"learn, educ, design, develop, environ";"2-s2.0-11244284967";"Shiratuddin N., Landoni M., Gibb F., Hassan S.(2003). E-book technology and its potential applications in distance education. Journal of Digital Information"
"32";"2-s2.0-11844257580";0,0391304347826087;0,00434782608695652;0,00434782608695652;0,00434782608695652;0,18695652173913;0,108695652173913;0,0304347826086957;0,256521739130435;0,0130434782608696;0,0130434782608696;0,0130434782608696;0,0130434782608696;0,00434782608695652;0,00434782608695652;0,117391304347826;0,0130434782608696;0,00434782608695652;0,126086956521739;0,0130434782608696;0,0304347826086957;"internet, addict, adolesc, gender, femal";"2-s2.0-11844257580";"Bonanno P., Kommers P.A.M.(2005). Gender differences and styles in the use of digital games. Educational Psychology"
"33";"2-s2.0-1242276188";0,0102040816326531;0,0102040816326531;0,0102040816326531;0,0102040816326531;0,0102040816326531;0,0102040816326531;0,602040816326531;0,0306122448979592;0,0102040816326531;0,0306122448979592;0,0102040816326531;0,0306122448979592;0,0102040816326531;0,0102040816326531;0,0510204081632653;0,0306122448979592;0,0102040816326531;0,0102040816326531;0,0102040816326531;0,0918367346938776;"game, plai, violent, aggress, behavior";"2-s2.0-1242276188";"Anderson C.A.(2004). An update on the effects of playing violent video games. Journal of Adolescence"
"34";"2-s2.0-1242321082";0,00595238095238095;0,0297619047619048;0,0297619047619048;0,0178571428571429;0,00595238095238095;0,398809523809524;0,0535714285714286;0,291666666666667;0,00595238095238095;0,0178571428571429;0,00595238095238095;0,00595238095238095;0,00595238095238095;0,0773809523809524;0,0178571428571429;0,00595238095238095;0,00595238095238095;0,00595238095238095;0,00595238095238095;0,00595238095238095;"game, plai, mmo, examin, analys";"2-s2.0-1242321082";"Griffiths M.D., Davies M.N.O., Chappell D.(2004). Online computer gaming: A comparison of adolescent and adult gamers. Journal of Adolescence"
"35";"2-s2.0-1242343694";0,0111111111111111;0,0333333333333333;0,0111111111111111;0,0111111111111111;0,0111111111111111;0,0111111111111111;0,566666666666667;0,0555555555555556;0,0333333333333333;0,0111111111111111;0,0111111111111111;0,0111111111111111;0,0111111111111111;0,0111111111111111;0,0333333333333333;0,0555555555555556;0,0111111111111111;0,0333333333333333;0,0333333333333333;0,0333333333333333;"game, plai, violent, aggress, behavior";"2-s2.0-1242343694";"Uhlmann E., Swanson J.(2004). Exposure to violent video games increases automatic aggressiveness. Journal of Adolescence"
"36";"2-s2.0-1242343719";0,00657894736842105;0,0197368421052632;0,00657894736842105;0,0328947368421053;0,00657894736842105;0,0460526315789474;0,361842105263158;0,256578947368421;0,0197368421052632;0,00657894736842105;0,0328947368421053;0,00657894736842105;0,00657894736842105;0,00657894736842105;0,0460526315789474;0,0197368421052632;0,00657894736842105;0,0855263157894737;0,00657894736842105;0,0197368421052632;"game, plai, violent, aggress, behavior";"2-s2.0-1242343719";"Gentile D.A., Lynch P.J., Linder J.R., Walsh D.A.(2004). The effects of violent video game habits on adolescent hostility, aggressive behaviors, and school performance. Journal of Adolescence"
"37";"2-s2.0-14544268988";0,036231884057971;0,0072463768115942;0,5;0,0072463768115942;0,036231884057971;0,0072463768115942;0,0217391304347826;0,0072463768115942;0,0652173913043478;0,036231884057971;0,0072463768115942;0,0072463768115942;0,036231884057971;0,0217391304347826;0,0072463768115942;0,0072463768115942;0,0072463768115942;0,166666666666667;0,0072463768115942;0,0072463768115942;"cultur, museum, commun, inform, histor";"2-s2.0-14544268988";"Moyano P.(2004). Using geographical information system software and Internet technologies for multidisciplinary cultural education. Proceedings of the Fifth International Conference on Information Technology Based Higher Education and Training, ITHET 2004"
"38";"2-s2.0-15244345359";0,025;0,00833333333333333;0,025;0,00833333333333333;0,025;0,125;0,00833333333333333;0,0416666666666667;0,00833333333333333;0,00833333333333333;0,00833333333333333;0,00833333333333333;0,225;0,00833333333333333;0,258333333333333;0,0583333333333333;0,00833333333333333;0,00833333333333333;0,00833333333333333;0,125;"perform, cognit, particip, experi, task";"2-s2.0-15244345359";"Lipscomb S.D., Zehnder S.M.(2004). Immersion in the virtual environment: The effect of a musical score on the video gaming experience. Journal of Physiological Anthropology and Applied Human Science"
"39";"2-s2.0-15344344805";0,00588235294117647;0,00588235294117647;0,00588235294117647;0,123529411764706;0,0411764705882353;0,111764705882353;0,0882352941176471;0,00588235294117647;0,264705882352941;0,00588235294117647;0,147058823529412;0,0176470588235294;0,0176470588235294;0,0176470588235294;0,00588235294117647;0,0294117647058824;0,00588235294117647;0,0176470588235294;0,00588235294117647;0,0764705882352941;"learn, educ, design, develop, environ";"2-s2.0-15344344805";"Kiili K.(2005). Digital game-based learning: Towards an experiential gaming model. Internet and Higher Education"
"40";"2-s2.0-1542333607";0,0882352941176471;0,00980392156862745;0,00980392156862745;0,00980392156862745;0,00980392156862745;0,186274509803922;0,00980392156862745;0,00980392156862745;0,00980392156862745;0,00980392156862745;0,343137254901961;0,0294117647058824;0,00980392156862745;0,127450980392157;0,0294117647058824;0,0490196078431373;0,00980392156862745;0,00980392156862745;0,00980392156862745;0,0294117647058824;"model, influenc, blog, factor, perceiv";"2-s2.0-1542333607";"Gao Y.(2004). Appeal of online computer games: A user perspective. Electronic Library"
"41";"2-s2.0-1542506288";0,0340909090909091;0,0340909090909091;0,193181818181818;0,0113636363636364;0,0113636363636364;0,0113636363636364;0,0113636363636364;0,0113636363636364;0,0568181818181818;0,0340909090909091;0,0113636363636364;0,0113636363636364;0,102272727272727;0,0113636363636364;0,0113636363636364;0,0113636363636364;0,0113636363636364;0,0113636363636364;0,0795454545454545;0,329545454545455;"virtual, avatar, world, experi, environ";"2-s2.0-1542506288";"Gutierrez D., Seron F.J., Magallon J.A., Sobreviela E.J., Latorre P.(2004). Archaeological and cultural heritage: Bringing life to an unearthed Muslim suburb in an immersive environment. Journal of Cultural Heritage"
"42";"2-s2.0-18344389195";0,0797101449275362;0,0072463768115942;0,0072463768115942;0,0797101449275362;0,0072463768115942;0,0652173913043478;0,0072463768115942;0,0217391304347826;0,152173913043478;0,0072463768115942;0,0942028985507246;0,0072463768115942;0,036231884057971;0,0072463768115942;0,13768115942029;0,195652173913043;0,0072463768115942;0,0652173913043478;0,0072463768115942;0,0072463768115942;"problem, associ, person, predict, posit, emot";"2-s2.0-18344389195";"Curtis D.D., Lawson M.J.(2002). Computer adventure games as problem-solving environments. International Education Journal"
"43";"2-s2.0-19644380424";0,00581395348837209;0,00581395348837209;0,401162790697674;0,168604651162791;0,145348837209302;0,00581395348837209;0,00581395348837209;0,0174418604651163;0,0174418604651163;0,00581395348837209;0,00581395348837209;0,0406976744186047;0,00581395348837209;0,00581395348837209;0,00581395348837209;0,00581395348837209;0,00581395348837209;0,00581395348837209;0,0290697674418605;0,11046511627907;"cultur, museum, commun, inform, histor";"2-s2.0-19644380424";"Barton J.(2005). Digital libraries, virtual museums: Same difference?. Library Review"
"44";"2-s2.0-20244366631";0,5;0,00684931506849315;0,00684931506849315;0,0342465753424658;0,198630136986301;0,00684931506849315;0,0342465753424658;0,00684931506849315;0,00684931506849315;0,0205479452054795;0,00684931506849315;0,0342465753424658;0,00684931506849315;0,00684931506849315;0,00684931506849315;0,0479452054794521;0,00684931506849315;0,0205479452054795;0,0205479452054795;0,0205479452054795;"art, creativ, technologi, project, develop";"2-s2.0-20244366631";"Hanlon A., Copeland A.(2000). Using the Dublin Core to document digital art: A case study. Journal of Internet Cataloging"
"45";"2-s2.0-20444451357";0,00943396226415094;0,0283018867924528;0,00943396226415094;0,00943396226415094;0,00943396226415094;0,254716981132075;0,122641509433962;0,216981132075472;0,00943396226415094;0,00943396226415094;0,00943396226415094;0,0849056603773585;0,0283018867924528;0,0849056603773585;0,00943396226415094;0,00943396226415094;0,0660377358490566;0,00943396226415094;0,00943396226415094;0,00943396226415094;"game, plai, mmo, examin, analys";"2-s2.0-20444451357";"Jansz J., Martens L.(2005). Gaming at a LAN event: The social context of playing video games. New Media and Society"
"46";"2-s2.0-22544442450";0,00495049504950495;0,00495049504950495;0,00495049504950495;0,193069306930693;0,0544554455445545;0,252475247524752;0,00495049504950495;0,0346534653465347;0,242574257425743;0,00495049504950495;0,0940594059405941;0,0346534653465347;0,00495049504950495;0,00495049504950495;0,00495049504950495;0,00495049504950495;0,00495049504950495;0,0247524752475248;0,0148514851485149;0,00495049504950495;"game, plai, mmo, examin, analys";"2-s2.0-22544442450";"Consalvo M.(2005). Cheating can be good for you: Educational games and multiple play styles. On the Horizon"
"47";"2-s2.0-22844448671";0,0593220338983051;0,330508474576271;0,00847457627118644;0,0423728813559322;0,228813559322034;0,00847457627118644;0,00847457627118644;0,00847457627118644;0,00847457627118644;0,00847457627118644;0,0423728813559322;0,0254237288135593;0,00847457627118644;0,00847457627118644;0,0593220338983051;0,0254237288135593;0,00847457627118644;0,0932203389830508;0,00847457627118644;0,00847457627118644;"child, read, activ, text, electron";"2-s2.0-22844448671";"Luce-Kapler R., Dobson T.(2005). In search of a story: Reading and writing e-literature. Reading Online"
"48";"2-s2.0-23044524100";0,164772727272727;0,00568181818181818;0,289772727272727;0,0170454545454545;0,119318181818182;0,0170454545454545;0,0511363636363636;0,00568181818181818;0,00568181818181818;0,0170454545454545;0,0170454545454545;0,00568181818181818;0,0170454545454545;0,00568181818181818;0,00568181818181818;0,0170454545454545;0,00568181818181818;0,00568181818181818;0,210227272727273;0,0170454545454545;"cultur, museum, commun, inform, histor";"2-s2.0-23044524100";"Preston P., Kerr A.(2001). Digital media, nation-states and local cultures: The case of multimedia 'content' production. Media, Culture and Society"
