"dim1";"dim2";"document";"topic"
-5,89606493190942;-0,174714218586871;"Wolff A., Mulholland P., Zdrahal Z., Joiner R.(2007). Re-using digital narrative content in interactive games. International Journal of Human Computer Studies";"digit, media, narr, literaci, practic"
4,04171095602326;0,718865470467132;"Lauwaert M., Wachelder J., Van de Walle J.(2007). Frustrating Desire: On Repens and Repositio, or the Attractions and Distractions of Digital games. Theory, Culture & Society";"game, plai, mmo, examin, analys"
15,1911108234556;2,88899175779851;"Mandryk R.L., Atkins M.S.(2007). A fuzzy physiological approach for continuously modeling emotion during interaction with play technologies. International Journal of Human Computer Studies";"problem, associ, person, predict, posit, emot"
13,6896939811502;2,80836966433729;"Wood R.T.A., Griffiths M.D., Parke A.(2007). Experiences of time loss among videogame players: An empirical study. Cyberpsychology and Behavior";"problem, associ, person, predict, posit, emot"
-3,71075205768805;10,4135008277609;"Phillips J.G., Butt S., Blaszczynski A.(2006). Personality and self-reported use of mobile phones for games. Cyberpsychology and Behavior";"mobil, technologi, peopl, young, live"
9,59748426842172;-4,79510887583863;"Yee N.(2006). Motivations for play in online games. Cyberpsychology and Behavior";"motiv, engag, gamif, element, experi"
10,7400986719424;-0,762179992252152;"Jansz J., Tanis M.(2007). Appeal of playing online first person shooter games. Cyberpsychology and Behavior";"game, plai, mmo, examin, analys"
6,18099385132397;0,885232355730861;"Boellstorff T.(2006). A ludicrous discipline? Ethnography and game studies. Games and Culture";"game, plai, mmo, examin, analys"
-9,45960012380325;7,26292427734337;"Livingstone S.R., M<fc>hlberger R., Brown A.R., Loch A.(2007). Controlling musical emotionality: An affective computational architecture for influencing musical emotions. Digital Creativity";"music, interact, user, system, experi"
-2,20010857518236;-0,769341103379;"Folkesson A.-M., Swalander L.(2007). Self-regulated learning through writing on computers: Consequences for reading comprehension. Computers in Human Behavior";"child, read, activ, text, electron"
21,46947077474;7,23426434248312;"Wallenius M., Punam<e4>ki R.-L., Rimpel<e4> A.(2007). Digital game playing and direct and indirect aggression in early adolescence: The roles of age, social intelligence, and parent-child communication. Journal of Youth and Adolescence";"game, plai, violent, aggress, behavior"
1,85801743496931;7,52591812477455;"Lin H.-F.(2007). The role of online and offline features in sustaining virtual communities: An empirical study. Internet Research";"onlin, social, commun, ident, offlin"
21,8608050544179;7,29321403085313;"Ferguson C.J.(2007). Evidence for publication bias in video game violence effects literature: A meta-analytic review. Aggression and Violent Behavior";"game, plai, violent, aggress, behavior"
2,4704841953714;-2,40700224476741;"Kiili K.(2007). Foundation for problem-based gaming. British Journal of Educational Technology";"learn, educ, design, develop, environ"
-0,222552053216434;-8,83399815366722;"Bucur J.(2006). HyWrite - Writing in hypermedia eLearning environments. Proceedings of the Seventeenth ACM Conference on Hypertext and Hypermedia, HT'06";"student, teach, school, educ, classroom"
-4,3875068887231;10,9529283134966;"Habuchi I., Dobashi S., Tsuji I., Iwata K.(2005). Ordinary Usage of New Media: Internet Usage via Mobile Phone in Japan. International Journal of Japanese Sociology";"mobil, technologi, peopl, young, live"
1,37002440463648;-9,42212767837482;"Moulthrop S.(2007). Learning, change, and the utopia of play. Learning Inquiry";"video, imag, content, visual, analys"
-7,10719758774939;-4,76248387315723;"Peppler K.A., Kafai Y.B.(2007). From SuperGoo to Scratch: Exploring creative digital media production in informal learning. Learning, Media and Technology";"digit, media, narr, literaci, practic"
-2,90317571407332;-4,80828345288409;"Mcdougall J.(2007). What do we learn in Smethwick Village? Computer games, media learning and discursive confusion. Learning, Media and Technology";"game, plai, mmo, examin, analys"
15,3521789041917;-2,77903913143955;"Gr<fc>sser S.M., Thalemann R., Griffiths M.D.(2007). Excessive computer game playing: Evidence for addiction and aggression?. Cyberpsychology and Behavior";"game, plai, mmo, examin, analys"
16,8693909618222;-4,71573342195569;"Lee M.-S., Ko Y.-H., Song H.-S., Kwon K.-H., Lee H.-S., Nam M., Jung I.-K.(2007). Characteristics of internet use in relation to game genre in Korean adolescents. Cyberpsychology and Behavior";"internet, addict, adolesc, gender, femal"
-8,75580159812826;-9,81833312109114;"Stankiewicz M.A.(2003). Between technology and literacy. International Journal of Art and Design Education";"art, creativ, technologi, project, develop"
-10,2490433606159;-11,1886478951061;"Venkatachalam S.(2004). Technology and the contemplation of art: Contemplating the work of art using the hips technology. Journal of Visual Art Practice";"art, creativ, technologi, project, develop"
2,07601573430397;3,73467050447565;"Song S., Lee J.(2007). Key factors of heuristic evaluation for game design: Towards massively multi-player online role-playing game. International Journal of Human Computer Studies";"design, method, review, system, valu"
-12,693968780973;5,78410653837927;"Bell B.T., Lawton R., Dittmar H.(2007). The impact of thin models in music videos on adolescent girls' body dissatisfaction. Body Image";"video, imag, content, visual, analys"
-1,30670747620863;-11,6245636797221;"Bauer W.I., Reese S., McAllister P.A.(2003). Transforming music teaching via technology: The role of professional development. Journal of Research in Music Education";"student, teach, school, educ, classroom"
3,17804988859897;-4,3403997968872;"Dickey M.D.(2007). Game design and learning: A conjectural analysis of how massively multiple online role-playing games (MMORPGs) foster intrinsic motivation. Educational Technology Research and Development";"learn, educ, design, develop, environ"
17,9462719054577;-6,11401711069925;"Gavin J., Duffield J., Brosnan M., Joiner R., Maras P., Scott A.J.(2007). Drawing the net: Internet identification, internet use, and the image of internet users. Cyberpsychology and Behavior";"internet, addict, adolesc, gender, femal"
21,1945438883466;5,12360593082908;"Wei R.(2007). Effects of playing violent videogames on Chinese adolescents' pro-violence attitudes, attitudes toward others, and aggressive behavior. Cyberpsychology and Behavior";"game, plai, violent, aggress, behavior"
7,94442071312464;1,99609445848487;"Schott G.R., Horrell K.R.(2000). Girl gamers and their relationship with the gaming culture. Convergence";"game, plai, mmo, examin, analys"
-0,812098194760817;3,92209034412383;"James T.J.(2007). Collection development for digital photographs. Library Review";"design, method, review, system, valu"
19,9842540715833;7,23567643208469;"Persky S., Blascovich J.(2007). Immersive virtual environments versus traditional platforms: Effects of violent and nonviolent video game play. Media Psychology";"game, plai, violent, aggress, behavior"
20,6128316985241;6,65748793177219;"Kirsh S.J., Mounts J.R.W.(2007). Violent video game play impacts facial emotion recognition. Aggressive Behavior";"game, plai, violent, aggress, behavior"
-0,123436897011907;11,6770237393665;"Williams D., Ducheneaut N., Xiong L., Zhang Y., Yee N., Nickell E.(2006). From tree house to barracks: The social life of guilds in World of Warcraft. Games and Culture";"virtual, avatar, world, experi, environ"
-8,2746842414061;6,19904092818724;"Park J.Y.(2007). Empowering the user as the new media participant. Digital Creativity";"music, interact, user, system, experi"
0,581803745209553;12,3385786862596;"Williams D.(2006). Why game studies now? Gamers don't bowl alone. Games and Culture";"virtual, avatar, world, experi, environ"
9,58360726572151;1,02880438007525;"Cole H., Griffiths M.D.(2007). Social interactions in massively multiplayer online role-playing gamers. Cyberpsychology and Behavior";"game, plai, mmo, examin, analys"
11,206843771206;8,39839230596049;"Choi B., Lee I., Choi D., Kim J.(2007). Collaborate and share: An experimental study of the effects of task and reward interdependencies in online games. Cyberpsychology and Behavior";"perform, cognit, particip, experi, task"
3,3982934402051;15,4622331096414;"Bessi<e8>re K., Seay A.F., Kiesler S.(2007). The ideal elf: Identity exploration in world of warcraft. Cyberpsychology and Behavior";"virtual, avatar, world, experi, environ"
8,5165319078611;4,64382591615832;"Leonard D.J.(2006). Not a hater, just keepin' it real: The importance of race- and gender-based game studies. Games and Culture";"game, plai, mmo, examin, analys"
16,9218808423332;-4,02218463310161;"Colwell J.(2007). Needs met through computer game play among adolescents. Personality and Individual Differences";"internet, addict, adolesc, gender, femal"
3,69331655357573;16,2450248446113;"Wolfendale J.(2007). My avatar, my self: Virtual harm and attachment. Ethics and Information Technology";"virtual, avatar, world, experi, environ"
3,52968388832202;-9,43524466833855;"Virvou M., Katsionis G.(2008). On the usability and likeability of virtual reality games for education: The case of VR-ENGAGE. Computers and Education";"student, teach, school, educ, classroom"
-11,1697704938308;-4,84095495380929;"Neill S.(2008). Assessment of the NEOTHEMI virtual museum project - An on-line survey. Computers and Education";"cultur, museum, commun, inform, histor"
9,00530213238324;2,21489274527147;"Smyth J.M.(2007). Beyond self-selection in video game play: An experimental examination of the consequences of massively multiplayer online role-playing game play. Cyberpsychology and Behavior";"game, plai, mmo, examin, analys"
16,1584066460812;-2,69584383450315;"Miller M.K., Summers A.(2007). Gender differences in video game characters' roles, appearances, and attire as portrayed in video game magazines. Sex Roles";"internet, addict, adolesc, gender, femal"
23,0302251161222;7,1112396137005;"Giumetti G.W., Markey P.M.(2007). Violent video games and anger as predictors of aggression. Journal of Research in Personality";"game, plai, violent, aggress, behavior"
-8,32995097055565;-10,7023399281692;"Gee J.P.(2006). Why game studies now? Video games: A new art form. Games and Culture";"art, creativ, technologi, project, develop"
-8,77676732489968;-1,06063628670653;"Simon B.(2006). Beyond cyberspatial flaneurie: On the analytic potential of living with digital games. Games and Culture";"digit, media, narr, literaci, practic"
-13,9452939478044;-1,17977711592386;"Stroupe C.(2007). Hacking the cool: The shape of writing culture in the space of New Media. Computers and Composition";"cultur, museum, commun, inform, histor"
13,4353775000993;-0,577694875560754;"Wang C.-C., Chu Y.-S.(2007). Harmonious passion and obsessive passion in playing online games. Social Behavior and Personality";"game, plai, mmo, examin, analys"
-11,2312134924772;-3,74832271867511;"<d6>rnebring H.(2007). Alternate reality gaming and convergence culture: The case of Alias. International Journal of Cultural Studies";"cultur, museum, commun, inform, histor"
3,10626024014621;16,7503545257211;"Craft A.J.(2007). Sin in cyber-eden: Understanding the metaphysics and morals of virtual worlds. Ethics and Information Technology";"virtual, avatar, world, experi, environ"
18,8155500958053;6,26230487061738;"Coeckelbergh M.(2007). Violent computer games, empathy, and cosmopolitanism. Ethics and Information Technology";"game, plai, violent, aggress, behavior"
2,71575793100454;3,21115945207097;"Teng C.-I., Lo S.-K., Wang P.-C.(2007). How to know and choose online games: Differences between current and potential players. Cyberpsychology and Behavior";"game, plai, mmo, examin, analys"
5,23397552693464;10,1191296573671;"Klimmt C., Hartmann T., Frey A.(2007). Effectance and control as determinants of video game enjoyment. Cyberpsychology and Behavior";"model, influenc, blog, factor, perceiv"
-1,27605464072135;-9,53177692569283;"Savage J.(2007). Reconstructing music education through ICT. Research in Education";"student, teach, school, educ, classroom"
18,7061576949354;9,10948806898599;"Voiskounsky A.E., Mitina O.V., Avetisova A.A.(2004). Playing online games: Flow experience. PsychNology Journal";"game, plai, violent, aggress, behavior"
1,69480036955736;-6,95265801496664;"Robertson J., Howells C.(2008). Computer game design: Opportunities for successful learning. Computers and Education";"learn, educ, design, develop, environ"
19,8615856240382;8,02299967528632;"Lee D., LaRose R.(2007). A socio-cognitive model of video game usage. Journal of Broadcasting and Electronic Media";"game, plai, violent, aggress, behavior"
